"[1, 1, 346, 281, 1679696563.097763]","[2, 1, 288, 254, 1679696563.097763]","[3, 1, 234, 290, 1679696563.097763]","[4, 0, 226, 235, 1679696563.097763]","[5, 1, 257, 238, 1679696563.097763]"
"[1, 1, 344, 281, 1679696563.135338]","[2, 1, 288, 254, 1679696563.135338]","[3, 1, 234, 290, 1679696563.135338]","[4, 0, 226, 235, 1679696563.135338]","[5, 1, 256, 238, 1679696563.135338]"
"[1, 1, 342, 280, 1679696563.184862]","[2, 1, 287, 253, 1679696563.184862]","[3, 1, 234, 290, 1679696563.184862]","[4, 0, 226, 235, 1679696563.184862]","[5, 1, 255, 238, 1679696563.184862]"
"[1, 1, 341, 279, 1679696563.227948]","[2, 1, 286, 253, 1679696563.227948]","[3, 1, 234, 290, 1679696563.227948]","[4, 0, 226, 235, 1679696563.227948]","[5, 1, 255, 237, 1679696563.227948]"
"[1, 1, 339, 278, 1679696563.27767]","[2, 1, 285, 252, 1679696563.27767]","[3, 1, 234, 290, 1679696563.27767]","[4, 0, 226, 235, 1679696563.27767]","[5, 1, 254, 237, 1679696563.27767]"
"[1, 1, 338, 278, 1679696563.320558]","[2, 1, 285, 252, 1679696563.320558]","[3, 1, 234, 290, 1679696563.320558]","[4, 0, 226, 235, 1679696563.320558]","[5, 1, 254, 237, 1679696563.320558]"
"[1, 1, 337, 277, 1679696563.367662]","[2, 1, 284, 251, 1679696563.367662]","[3, 1, 234, 290, 1679696563.367662]","[4, 0, 226, 235, 1679696563.367662]","[5, 1, 254, 237, 1679696563.367662]"
"[1, 1, 335, 276, 1679696563.42578]","[2, 1, 283, 251, 1679696563.42578]","[3, 1, 234, 290, 1679696563.42578]","[4, 0, 227, 235, 1679696563.42578]","[5, 1, 253, 236, 1679696563.42578]"
"[1, 1, 334, 276, 1679696563.461157]","[2, 1, 282, 251, 1679696563.461157]","[3, 1, 234, 290, 1679696563.461157]","[4, 0, 227, 236, 1679696563.461157]","[5, 1, 253, 236, 1679696563.461157]"
"[1, 1, 332, 275, 1679696563.513574]","[2, 1, 282, 250, 1679696563.513574]","[3, 1, 234, 290, 1679696563.513574]","[4, 3, 228, 236, 1679696563.513574]","[5, 1, 252, 236, 1679696563.513574]","[6, 1, 660, 454, 1679696563.513574]"
"[1, 1, 331, 275, 1679696563.554481]","[2, 1, 281, 250, 1679696563.554481]","[3, 1, 234, 290, 1679696563.554481]","[4, 3, 228, 236, 1679696563.554481]","[5, 1, 252, 236, 1679696563.554481]","[6, 1, 658, 453, 1679696563.554481]"
"[1, 1, 329, 274, 1679696563.611535]","[2, 1, 280, 250, 1679696563.611535]","[3, 1, 234, 290, 1679696563.611535]","[4, 3, 229, 236, 1679696563.611535]","[5, 1, 251, 235, 1679696563.611535]","[6, 1, 659, 451, 1679696563.611535]"
"[1, 1, 328, 273, 1679696563.661929]","[2, 1, 279, 249, 1679696563.661929]","[3, 1, 234, 290, 1679696563.661929]","[4, 3, 229, 237, 1679696563.661929]","[5, 1, 251, 234, 1679696563.661929]","[6, 1, 656, 451, 1679696563.661929]"
"[1, 1, 327, 272, 1679696563.713471]","[2, 1, 279, 249, 1679696563.713471]","[3, 1, 234, 290, 1679696563.713471]","[4, 3, 229, 237, 1679696563.713471]","[5, 1, 250, 234, 1679696563.713471]","[6, 1, 651, 449, 1679696563.713471]"
"[1, 1, 326, 272, 1679696563.757625]","[2, 1, 279, 248, 1679696563.757625]","[3, 1, 234, 290, 1679696563.757625]","[4, 3, 229, 237, 1679696563.757625]","[5, 1, 250, 234, 1679696563.757625]","[6, 1, 644, 447, 1679696563.757625]"
"[1, 1, 325, 271, 1679696563.803969]","[2, 1, 278, 248, 1679696563.803969]","[3, 1, 234, 290, 1679696563.803969]","[4, 3, 229, 237, 1679696563.803969]","[5, 1, 250, 233, 1679696563.803969]","[6, 1, 637, 445, 1679696563.803969]"
"[1, 1, 324, 270, 1679696563.849523]","[2, 1, 277, 248, 1679696563.849523]","[3, 1, 234, 290, 1679696563.849523]","[4, 3, 229, 237, 1679696563.849523]","[5, 1, 249, 233, 1679696563.849523]","[6, 1, 632, 443, 1679696563.849523]"
"[1, 1, 323, 270, 1679696563.895725]","[2, 1, 277, 247, 1679696563.895725]","[3, 1, 234, 290, 1679696563.895725]","[4, 3, 229, 237, 1679696563.895725]","[5, 1, 249, 232, 1679696563.895725]","[6, 1, 626, 442, 1679696563.895725]"
"[1, 1, 322, 269, 1679696563.942888]","[2, 1, 276, 247, 1679696563.942888]","[3, 1, 234, 290, 1679696563.942888]","[4, 3, 230, 237, 1679696563.942888]","[5, 1, 248, 231, 1679696563.942888]","[6, 1, 620, 439, 1679696563.942888]"
"[1, 1, 320, 268, 1679696563.989532]","[2, 1, 275, 246, 1679696563.989532]","[3, 1, 234, 290, 1679696563.989532]","[4, 3, 230, 237, 1679696563.989532]","[5, 1, 248, 231, 1679696563.989532]","[6, 1, 614, 436, 1679696563.989532]"
"[1, 1, 319, 268, 1679696564.046481]","[2, 1, 274, 246, 1679696564.046481]","[3, 1, 234, 290, 1679696564.046481]","[4, 3, 230, 237, 1679696564.046481]","[5, 1, 245, 231, 1679696564.046481]","[6, 1, 608, 433, 1679696564.046481]"
"[1, 1, 318, 267, 1679696564.082788]","[2, 1, 273, 245, 1679696564.082788]","[3, 1, 234, 290, 1679696564.082788]","[4, 3, 230, 237, 1679696564.082788]","[6, 1, 601, 428, 1679696564.082788]"
"[1, 1, 316, 267, 1679696564.134951]","[2, 1, 273, 245, 1679696564.135951]","[3, 1, 234, 290, 1679696564.135951]","[4, 3, 230, 237, 1679696564.135951]","[6, 1, 594, 424, 1679696564.135951]"
"[1, 1, 315, 266, 1679696564.177877]","[2, 1, 272, 245, 1679696564.177877]","[3, 1, 234, 290, 1679696564.177877]","[4, 3, 230, 237, 1679696564.177877]","[6, 1, 588, 420, 1679696564.177877]"
"[1, 1, 314, 266, 1679696564.235437]","[2, 1, 271, 245, 1679696564.235437]","[3, 1, 234, 290, 1679696564.235437]","[4, 3, 230, 237, 1679696564.235437]","[6, 1, 583, 417, 1679696564.235437]"
"[1, 1, 313, 266, 1679696564.280969]","[2, 1, 271, 244, 1679696564.280969]","[3, 1, 234, 290, 1679696564.280969]","[4, 3, 230, 237, 1679696564.280969]","[6, 1, 576, 413, 1679696564.280969]"
"[1, 1, 313, 265, 1679696564.321723]","[2, 1, 270, 244, 1679696564.321723]","[3, 1, 234, 290, 1679696564.321723]","[4, 3, 230, 237, 1679696564.321723]","[6, 1, 571, 410, 1679696564.321723]"
"[1, 1, 311, 264, 1679696564.368774]","[2, 1, 270, 243, 1679696564.368774]","[3, 1, 234, 290, 1679696564.368774]","[4, 3, 230, 237, 1679696564.368774]","[6, 1, 566, 407, 1679696564.368774]"
"[1, 1, 310, 263, 1679696564.41884]","[2, 1, 269, 243, 1679696564.41884]","[3, 1, 234, 290, 1679696564.41884]","[4, 3, 230, 237, 1679696564.41884]","[6, 1, 560, 404, 1679696564.41884]"
"[1, 1, 308, 263, 1679696564.456527]","[2, 1, 268, 243, 1679696564.456527]","[3, 1, 234, 290, 1679696564.456527]","[4, 3, 230, 237, 1679696564.456527]","[6, 1, 555, 401, 1679696564.456527]"
"[1, 1, 307, 262, 1679696564.502549]","[2, 1, 267, 242, 1679696564.502549]","[3, 1, 234, 290, 1679696564.502549]","[4, 3, 231, 237, 1679696564.502549]","[6, 1, 550, 398, 1679696564.502549]"
"[1, 1, 306, 261, 1679696564.555419]","[2, 1, 266, 242, 1679696564.555419]","[3, 1, 234, 290, 1679696564.555419]","[4, 3, 230, 237, 1679696564.555419]","[6, 1, 544, 395, 1679696564.555419]"
"[1, 1, 305, 261, 1679696564.60541]","[2, 1, 266, 241, 1679696564.60541]","[3, 1, 234, 290, 1679696564.60541]","[4, 3, 230, 237, 1679696564.60541]","[6, 1, 539, 393, 1679696564.60541]"
"[1, 1, 304, 260, 1679696564.652197]","[2, 1, 265, 241, 1679696564.652197]","[3, 1, 234, 290, 1679696564.652197]","[4, 3, 230, 237, 1679696564.652197]","[6, 1, 534, 390, 1679696564.652197]"
"[1, 1, 303, 260, 1679696564.686049]","[2, 1, 265, 241, 1679696564.686049]","[3, 1, 234, 290, 1679696564.686049]","[4, 3, 231, 237, 1679696564.687555]","[6, 1, 530, 387, 1679696564.687555]"
"[1, 1, 302, 259, 1679696564.73636]","[2, 1, 264, 241, 1679696564.73636]","[3, 1, 234, 290, 1679696564.73636]","[4, 3, 231, 238, 1679696564.73636]","[6, 1, 525, 384, 1679696564.73636]"
"[1, 1, 301, 259, 1679696564.780991]","[2, 1, 264, 240, 1679696564.780991]","[3, 1, 233, 290, 1679696564.780991]","[4, 3, 231, 238, 1679696564.780991]","[6, 1, 520, 382, 1679696564.780991]"
"[1, 1, 300, 258, 1679696564.830474]","[2, 1, 263, 240, 1679696564.830474]","[3, 1, 234, 290, 1679696564.830474]","[4, 3, 230, 238, 1679696564.830474]","[6, 1, 515, 378, 1679696564.830474]"
"[1, 1, 299, 257, 1679696564.875991]","[2, 1, 263, 240, 1679696564.875991]","[3, 1, 234, 290, 1679696564.875991]","[4, 3, 230, 238, 1679696564.875991]","[6, 1, 512, 376, 1679696564.875991]"
"[1, 1, 298, 257, 1679696564.92518]","[2, 1, 263, 239, 1679696564.92518]","[3, 1, 233, 290, 1679696564.92518]","[4, 3, 230, 238, 1679696564.92518]","[6, 1, 508, 374, 1679696564.92518]"
"[1, 1, 297, 256, 1679696564.966221]","[2, 1, 262, 239, 1679696564.966221]","[3, 1, 233, 290, 1679696564.966221]","[4, 3, 230, 238, 1679696564.966221]","[6, 1, 503, 372, 1679696564.966221]"
"[1, 1, 296, 256, 1679696565.021076]","[2, 1, 262, 239, 1679696565.021076]","[3, 1, 233, 290, 1679696565.021076]","[4, 3, 230, 238, 1679696565.021076]","[6, 1, 499, 370, 1679696565.021076]"
"[1, 1, 295, 256, 1679696565.05767]","[2, 1, 261, 239, 1679696565.05767]","[3, 1, 233, 290, 1679696565.05767]","[4, 3, 230, 238, 1679696565.05767]","[6, 1, 495, 367, 1679696565.05767]","[7, 1, 217, 208, 1679696565.05767]"
"[1, 1, 293, 255, 1679696565.115158]","[2, 1, 260, 239, 1679696565.115158]","[3, 1, 233, 290, 1679696565.115158]","[4, 3, 231, 238, 1679696565.115158]","[6, 1, 491, 365, 1679696565.115158]","[7, 1, 217, 208, 1679696565.115158]"
"[1, 1, 292, 254, 1679696565.147841]","[2, 1, 259, 238, 1679696565.147841]","[3, 1, 234, 290, 1679696565.147841]","[4, 3, 231, 238, 1679696565.147841]","[6, 1, 488, 363, 1679696565.147841]","[7, 1, 217, 208, 1679696565.147841]"
"[1, 1, 291, 254, 1679696565.207607]","[2, 1, 258, 238, 1679696565.207607]","[3, 1, 234, 290, 1679696565.207607]","[4, 3, 231, 238, 1679696565.207607]","[6, 1, 484, 361, 1679696565.207607]","[7, 1, 217, 208, 1679696565.207607]"
"[1, 1, 291, 253, 1679696565.244352]","[2, 1, 258, 238, 1679696565.24533]","[3, 1, 234, 290, 1679696565.24533]","[4, 3, 231, 238, 1679696565.24533]","[6, 1, 480, 358, 1679696565.24533]","[7, 1, 217, 208, 1679696565.24533]"
"[1, 1, 290, 253, 1679696565.288941]","[2, 1, 257, 237, 1679696565.288941]","[3, 1, 233, 290, 1679696565.288941]","[4, 3, 231, 238, 1679696565.288941]","[6, 1, 476, 356, 1679696565.288941]","[7, 1, 217, 207, 1679696565.288941]"
"[1, 1, 290, 252, 1679696565.340347]","[2, 1, 257, 237, 1679696565.340347]","[3, 1, 234, 290, 1679696565.340347]","[4, 3, 231, 238, 1679696565.340347]","[6, 1, 473, 355, 1679696565.340347]","[7, 1, 217, 207, 1679696565.340347]"
"[1, 1, 289, 252, 1679696565.383831]","[2, 1, 257, 237, 1679696565.383831]","[3, 1, 234, 290, 1679696565.383831]","[4, 3, 231, 238, 1679696565.383831]","[6, 1, 470, 353, 1679696565.383831]","[7, 1, 217, 207, 1679696565.383831]"
"[1, 1, 288, 252, 1679696565.434137]","[2, 1, 256, 237, 1679696565.434137]","[3, 1, 234, 290, 1679696565.434137]","[4, 3, 231, 238, 1679696565.434137]","[6, 1, 467, 351, 1679696565.434137]","[7, 1, 217, 207, 1679696565.434137]"
"[1, 1, 287, 251, 1679696565.487816]","[2, 1, 256, 236, 1679696565.487816]","[3, 1, 234, 290, 1679696565.487816]","[4, 3, 231, 238, 1679696565.487816]","[6, 1, 463, 350, 1679696565.487816]","[7, 1, 217, 207, 1679696565.487816]"
"[1, 1, 286, 251, 1679696565.522442]","[2, 1, 255, 236, 1679696565.522442]","[3, 1, 234, 290, 1679696565.522442]","[4, 3, 231, 238, 1679696565.522442]","[6, 1, 460, 348, 1679696565.522442]","[7, 1, 217, 207, 1679696565.522442]"
"[1, 1, 285, 251, 1679696565.569765]","[2, 1, 255, 235, 1679696565.569765]","[3, 1, 234, 290, 1679696565.569765]","[4, 3, 231, 238, 1679696565.569765]","[6, 1, 457, 346, 1679696565.569765]","[7, 1, 217, 207, 1679696565.569765]"
"[1, 1, 285, 250, 1679696565.615334]","[2, 1, 255, 235, 1679696565.615334]","[3, 1, 234, 290, 1679696565.615334]","[4, 3, 231, 238, 1679696565.615334]","[6, 1, 454, 344, 1679696565.615334]","[7, 1, 217, 206, 1679696565.615334]"
"[1, 1, 284, 250, 1679696565.661449]","[2, 1, 254, 235, 1679696565.661449]","[3, 1, 234, 290, 1679696565.661449]","[4, 3, 231, 238, 1679696565.661449]","[6, 1, 450, 342, 1679696565.661449]","[7, 1, 217, 206, 1679696565.661449]"
"[1, 1, 283, 249, 1679696565.707754]","[2, 1, 253, 234, 1679696565.707754]","[3, 1, 234, 290, 1679696565.707754]","[4, 3, 231, 238, 1679696565.707754]","[6, 1, 447, 340, 1679696565.707754]","[7, 1, 217, 206, 1679696565.707754]"
"[1, 1, 282, 249, 1679696565.753808]","[2, 1, 253, 233, 1679696565.753808]","[3, 1, 234, 290, 1679696565.753808]","[4, 3, 231, 238, 1679696565.753808]","[6, 1, 444, 338, 1679696565.753808]","[7, 1, 217, 206, 1679696565.753808]"
"[1, 1, 281, 249, 1679696565.803843]","[2, 1, 253, 233, 1679696565.803843]","[3, 1, 234, 290, 1679696565.803843]","[4, 3, 231, 238, 1679696565.803843]","[6, 1, 442, 337, 1679696565.803843]","[7, 1, 217, 206, 1679696565.803843]"
"[1, 1, 280, 248, 1679696565.851056]","[2, 1, 253, 232, 1679696565.851056]","[3, 1, 234, 290, 1679696565.851056]","[4, 3, 232, 238, 1679696565.851056]","[6, 1, 439, 335, 1679696565.851056]","[7, 1, 217, 206, 1679696565.851056]"
"[1, 1, 280, 248, 1679696565.907865]","[2, 1, 252, 232, 1679696565.907865]","[3, 1, 234, 290, 1679696565.907865]","[4, 3, 232, 238, 1679696565.907865]","[6, 1, 436, 334, 1679696565.907865]","[7, 1, 217, 206, 1679696565.907865]"
"[1, 1, 279, 247, 1679696565.941663]","[2, 1, 252, 232, 1679696565.941663]","[3, 1, 234, 290, 1679696565.941663]","[4, 3, 233, 238, 1679696565.941663]","[6, 1, 433, 332, 1679696565.941663]","[7, 1, 217, 206, 1679696565.941663]"
"[1, 1, 278, 247, 1679696565.989461]","[3, 1, 234, 290, 1679696565.989461]","[4, 3, 233, 238, 1679696565.989461]","[6, 1, 430, 330, 1679696565.989461]","[7, 1, 217, 206, 1679696565.989461]"
"[1, 1, 277, 247, 1679696566.039988]","[3, 1, 234, 290, 1679696566.039988]","[4, 3, 233, 238, 1679696566.039988]","[6, 1, 427, 328, 1679696566.039988]","[7, 1, 217, 206, 1679696566.039988]"
"[1, 1, 277, 246, 1679696566.085036]","[3, 1, 234, 290, 1679696566.085036]","[4, 3, 233, 238, 1679696566.085036]","[6, 1, 424, 327, 1679696566.085036]","[7, 1, 217, 206, 1679696566.085036]"
