"[1, 1, 275, 249, 1679695993.079949]","[2, 1, 237, 291, 1679695993.079949]","[3, 1, 403, 312, 1679695993.079949]","[4, 1, 316, 271, 1679695993.079949]","[5, 3, 223, 231, 1679695993.079949]","[6, 0, 223, 231, 1679695993.079949]"
"[1, 1, 275, 248, 1679695993.127117]","[2, 1, 237, 291, 1679695993.127117]","[3, 1, 401, 311, 1679695993.127117]","[4, 1, 315, 271, 1679695993.127117]","[5, 3, 223, 231, 1679695993.127117]","[6, 0, 223, 231, 1679695993.127117]"
"[1, 1, 274, 248, 1679695993.175843]","[2, 1, 237, 291, 1679695993.175843]","[3, 1, 399, 309, 1679695993.175843]","[4, 1, 314, 270, 1679695993.175843]","[5, 3, 223, 231, 1679695993.175843]","[6, 0, 223, 231, 1679695993.175843]"
"[1, 1, 273, 248, 1679695993.220975]","[2, 1, 237, 291, 1679695993.220975]","[3, 1, 396, 308, 1679695993.220975]","[4, 1, 314, 269, 1679695993.220975]","[5, 3, 224, 231, 1679695993.220975]","[6, 0, 223, 231, 1679695993.220975]"
"[1, 1, 272, 247, 1679695993.268546]","[2, 1, 237, 291, 1679695993.268546]","[3, 1, 394, 307, 1679695993.268546]","[4, 1, 313, 269, 1679695993.268546]","[5, 3, 224, 231, 1679695993.268546]","[6, 0, 223, 232, 1679695993.268546]"
"[1, 1, 271, 247, 1679695993.313291]","[2, 1, 237, 291, 1679695993.313291]","[3, 1, 391, 306, 1679695993.313291]","[4, 1, 312, 268, 1679695993.313291]","[5, 3, 224, 232, 1679695993.313291]","[6, 0, 223, 232, 1679695993.313291]"
"[1, 1, 271, 246, 1679695993.367415]","[2, 1, 237, 291, 1679695993.367415]","[3, 1, 389, 305, 1679695993.367415]","[4, 1, 312, 267, 1679695993.367415]","[5, 3, 223, 232, 1679695993.367415]","[6, 0, 223, 232, 1679695993.367415]"
"[1, 1, 270, 246, 1679695993.409462]","[2, 1, 237, 291, 1679695993.409462]","[3, 1, 387, 304, 1679695993.409462]","[4, 1, 311, 267, 1679695993.409462]","[5, 3, 223, 232, 1679695993.409462]","[6, 0, 223, 232, 1679695993.409462]"
"[1, 1, 269, 246, 1679695993.461739]","[2, 1, 237, 291, 1679695993.461739]","[3, 1, 385, 303, 1679695993.461739]","[4, 1, 309, 266, 1679695993.461739]","[5, 3, 223, 232, 1679695993.461739]","[6, 0, 223, 232, 1679695993.461739]"
"[1, 1, 269, 245, 1679695993.502204]","[2, 1, 237, 291, 1679695993.502204]","[3, 1, 382, 301, 1679695993.502204]","[4, 1, 308, 266, 1679695993.502204]","[5, 3, 223, 232, 1679695993.502204]","[6, 0, 223, 232, 1679695993.502204]"
"[1, 1, 268, 245, 1679695993.549797]","[2, 1, 237, 291, 1679695993.549797]","[3, 1, 381, 300, 1679695993.549797]","[4, 1, 307, 265, 1679695993.549797]","[5, 3, 223, 232, 1679695993.549797]","[6, 0, 223, 233, 1679695993.549797]"
"[1, 1, 268, 244, 1679695993.597077]","[2, 1, 237, 291, 1679695993.597077]","[3, 1, 378, 299, 1679695993.597077]","[4, 1, 306, 264, 1679695993.597077]","[6, 0, 223, 233, 1679695993.597077]"
"[1, 1, 267, 244, 1679695993.661642]","[2, 1, 237, 291, 1679695993.661642]","[3, 1, 376, 298, 1679695993.661642]","[4, 1, 304, 264, 1679695993.661642]","[6, 0, 223, 233, 1679695993.661642]"
"[1, 1, 266, 244, 1679695993.709813]","[2, 1, 236, 291, 1679695993.709813]","[3, 1, 374, 297, 1679695993.709813]","[4, 1, 303, 263, 1679695993.709813]","[6, 0, 223, 233, 1679695993.709813]"
"[1, 1, 266, 243, 1679695993.759296]","[2, 1, 237, 291, 1679695993.759296]","[3, 1, 372, 296, 1679695993.759296]","[4, 1, 302, 262, 1679695993.759296]","[6, 0, 223, 233, 1679695993.759296]"
"[1, 1, 265, 243, 1679695993.809706]","[2, 1, 237, 291, 1679695993.809706]","[3, 1, 370, 295, 1679695993.809706]","[4, 1, 301, 262, 1679695993.809706]","[6, 0, 223, 233, 1679695993.809706]"
"[1, 1, 264, 243, 1679695993.848461]","[2, 1, 237, 291, 1679695993.848461]","[3, 1, 368, 294, 1679695993.848461]","[4, 1, 300, 261, 1679695993.848461]","[6, 0, 223, 233, 1679695993.848461]"
"[1, 1, 263, 243, 1679695993.89531]","[2, 1, 237, 291, 1679695993.89531]","[3, 1, 366, 293, 1679695993.89531]","[4, 1, 299, 261, 1679695993.89531]","[6, 0, 224, 233, 1679695993.89531]"
"[1, 1, 263, 242, 1679695993.947614]","[2, 1, 237, 290, 1679695993.947614]","[3, 1, 364, 292, 1679695993.947614]","[4, 1, 299, 261, 1679695993.947614]","[6, 0, 224, 233, 1679695993.947614]"
"[1, 1, 262, 242, 1679695993.986853]","[2, 1, 237, 290, 1679695993.986853]","[3, 1, 362, 291, 1679695993.986853]","[4, 1, 298, 260, 1679695993.986853]","[6, 0, 224, 233, 1679695993.986853]"
"[1, 1, 262, 242, 1679695994.037581]","[2, 1, 237, 290, 1679695994.037581]","[3, 1, 360, 290, 1679695994.037581]","[4, 1, 297, 259, 1679695994.037581]","[6, 0, 225, 233, 1679695994.037581]"
"[1, 1, 261, 242, 1679695994.083643]","[2, 1, 237, 290, 1679695994.083643]","[3, 1, 359, 289, 1679695994.083643]","[4, 1, 296, 259, 1679695994.083643]","[6, 0, 225, 233, 1679695994.083643]"
"[1, 1, 261, 241, 1679695994.131549]","[2, 1, 237, 291, 1679695994.131549]","[3, 1, 357, 288, 1679695994.131549]","[4, 1, 295, 258, 1679695994.131549]","[6, 0, 225, 234, 1679695994.131549]"
"[1, 1, 261, 240, 1679695994.175795]","[2, 1, 236, 291, 1679695994.175795]","[3, 1, 356, 287, 1679695994.175795]","[4, 1, 294, 257, 1679695994.175795]","[6, 0, 225, 234, 1679695994.175795]"
"[1, 1, 260, 240, 1679695994.228758]","[2, 1, 236, 291, 1679695994.228758]","[3, 1, 354, 287, 1679695994.228758]","[4, 1, 293, 257, 1679695994.228758]","[6, 0, 225, 234, 1679695994.228758]"
"[1, 1, 260, 240, 1679695994.273113]","[2, 1, 236, 291, 1679695994.273113]","[3, 1, 353, 287, 1679695994.273113]","[4, 1, 292, 256, 1679695994.273113]","[6, 0, 225, 234, 1679695994.273113]"
"[1, 1, 259, 239, 1679695994.311854]","[2, 1, 236, 291, 1679695994.311854]","[3, 1, 352, 286, 1679695994.311854]","[4, 1, 291, 256, 1679695994.311854]","[6, 0, 225, 234, 1679695994.311854]"
"[1, 1, 259, 239, 1679695994.379992]","[2, 1, 235, 291, 1679695994.379992]","[3, 1, 349, 284, 1679695994.379992]","[4, 1, 290, 255, 1679695994.379992]","[6, 0, 225, 234, 1679695994.379992]"
"[1, 1, 258, 239, 1679695994.427818]","[2, 1, 235, 291, 1679695994.427818]","[3, 1, 348, 283, 1679695994.427818]","[4, 1, 290, 255, 1679695994.427818]","[6, 0, 225, 234, 1679695994.427818]"
"[1, 1, 258, 239, 1679695994.470474]","[2, 1, 235, 291, 1679695994.470474]","[3, 1, 346, 282, 1679695994.470474]","[4, 1, 289, 254, 1679695994.470474]","[6, 3, 226, 234, 1679695994.470474]"
"[1, 1, 257, 239, 1679695994.514139]","[2, 1, 235, 291, 1679695994.514139]","[3, 1, 344, 282, 1679695994.514139]","[4, 1, 288, 254, 1679695994.514139]","[6, 3, 226, 235, 1679695994.514139]"
"[1, 1, 256, 238, 1679695994.561396]","[2, 1, 235, 291, 1679695994.561396]","[3, 1, 342, 281, 1679695994.561396]","[4, 1, 287, 254, 1679695994.561396]","[6, 3, 226, 235, 1679695994.561396]"
"[1, 1, 255, 238, 1679695994.608781]","[2, 1, 235, 291, 1679695994.608781]","[3, 1, 341, 280, 1679695994.608781]","[4, 1, 286, 254, 1679695994.608781]","[6, 3, 226, 235, 1679695994.608781]"
"[1, 1, 255, 238, 1679695994.656132]","[2, 1, 235, 291, 1679695994.656132]","[3, 1, 340, 279, 1679695994.656132]","[4, 1, 286, 253, 1679695994.656132]","[6, 3, 226, 235, 1679695994.656132]"
"[1, 1, 255, 237, 1679695994.701549]","[2, 1, 235, 290, 1679695994.701549]","[3, 1, 338, 279, 1679695994.701549]","[4, 1, 285, 253, 1679695994.701549]","[6, 3, 226, 235, 1679695994.701549]"
"[1, 1, 254, 237, 1679695994.749157]","[2, 1, 235, 291, 1679695994.749157]","[3, 1, 336, 278, 1679695994.749157]","[4, 1, 284, 252, 1679695994.749157]","[6, 3, 226, 235, 1679695994.749157]"
"[1, 1, 254, 237, 1679695994.796136]","[2, 1, 235, 291, 1679695994.796136]","[3, 1, 335, 277, 1679695994.796136]","[4, 1, 283, 251, 1679695994.796136]","[6, 3, 227, 235, 1679695994.796136]"
"[1, 1, 253, 237, 1679695994.841886]","[2, 1, 235, 290, 1679695994.841886]","[3, 1, 333, 277, 1679695994.841886]","[4, 1, 282, 251, 1679695994.841886]","[6, 3, 227, 235, 1679695994.841886]"
"[1, 1, 253, 236, 1679695994.895235]","[2, 1, 235, 290, 1679695994.895235]","[3, 1, 332, 275, 1679695994.895235]","[4, 1, 282, 250, 1679695994.895235]","[6, 3, 227, 235, 1679695994.895235]"
"[1, 1, 253, 236, 1679695994.935707]","[2, 1, 235, 290, 1679695994.935707]","[3, 1, 330, 275, 1679695994.935707]","[4, 1, 281, 250, 1679695994.935707]","[6, 3, 227, 236, 1679695994.935707]","[7, 1, 656, 453, 1679695994.935707]"
"[1, 1, 253, 236, 1679695994.968034]","[2, 1, 235, 290, 1679695994.968034]","[3, 1, 329, 274, 1679695994.968034]","[4, 1, 280, 250, 1679695994.968034]","[6, 3, 227, 236, 1679695994.968034]","[7, 1, 653, 453, 1679695994.968034]"
"[1, 1, 252, 236, 1679695995.01841]","[2, 1, 235, 290, 1679695995.01841]","[3, 1, 327, 273, 1679695995.01841]","[4, 1, 279, 249, 1679695995.01841]","[6, 3, 227, 236, 1679695995.01841]","[7, 1, 648, 451, 1679695995.01841]"
"[1, 1, 251, 235, 1679695995.065915]","[2, 1, 235, 290, 1679695995.065915]","[3, 1, 326, 272, 1679695995.065915]","[4, 1, 279, 249, 1679695995.065915]","[6, 3, 228, 236, 1679695995.065915]","[7, 1, 647, 450, 1679695995.065915]"
"[1, 1, 250, 235, 1679695995.114305]","[2, 1, 235, 290, 1679695995.114305]","[3, 1, 325, 272, 1679695995.114305]","[4, 1, 278, 249, 1679695995.114305]","[6, 3, 228, 236, 1679695995.114305]","[7, 1, 642, 448, 1679695995.114305]"
"[1, 1, 250, 235, 1679695995.16414]","[2, 1, 235, 290, 1679695995.16414]","[3, 1, 324, 271, 1679695995.16414]","[4, 1, 278, 249, 1679695995.16414]","[6, 3, 228, 236, 1679695995.16414]","[7, 1, 637, 445, 1679695995.16414]"
"[1, 1, 249, 234, 1679695995.205351]","[2, 1, 235, 290, 1679695995.205351]","[3, 1, 322, 271, 1679695995.205351]","[4, 1, 277, 248, 1679695995.205351]","[6, 3, 228, 237, 1679695995.205351]","[7, 1, 631, 443, 1679695995.205351]"
"[1, 1, 248, 234, 1679695995.251537]","[2, 1, 235, 290, 1679695995.251537]","[3, 1, 321, 270, 1679695995.251537]","[4, 1, 277, 248, 1679695995.251537]","[6, 3, 228, 237, 1679695995.251537]","[7, 1, 627, 441, 1679695995.251537]"
"[1, 1, 247, 233, 1679695995.298244]","[2, 1, 235, 290, 1679695995.298244]","[3, 1, 320, 270, 1679695995.298244]","[4, 1, 276, 247, 1679695995.298244]","[6, 3, 229, 237, 1679695995.298244]","[7, 1, 622, 438, 1679695995.298244]"
"[1, 1, 246, 232, 1679695995.348118]","[2, 1, 235, 290, 1679695995.348118]","[3, 1, 319, 269, 1679695995.348118]","[4, 1, 275, 247, 1679695995.348118]","[6, 3, 229, 237, 1679695995.348118]","[7, 1, 615, 434, 1679695995.348118]"
"[1, 1, 245, 232, 1679695995.388622]","[2, 1, 235, 290, 1679695995.388622]","[3, 1, 318, 269, 1679695995.388622]","[4, 1, 275, 246, 1679695995.388622]","[6, 3, 229, 237, 1679695995.388622]","[7, 1, 609, 430, 1679695995.388622]"
"[1, 1, 244, 232, 1679695995.434122]","[2, 1, 235, 290, 1679695995.434122]","[3, 1, 317, 268, 1679695995.434122]","[4, 1, 274, 246, 1679695995.434122]","[6, 3, 229, 237, 1679695995.434122]","[7, 1, 602, 426, 1679695995.434122]"
"[2, 1, 235, 290, 1679695995.481316]","[3, 1, 315, 268, 1679695995.481316]","[4, 1, 273, 246, 1679695995.481316]","[6, 3, 229, 237, 1679695995.481316]","[7, 1, 595, 423, 1679695995.481316]"
"[2, 1, 235, 290, 1679695995.529363]","[3, 1, 314, 267, 1679695995.529363]","[4, 1, 272, 246, 1679695995.529363]","[6, 3, 229, 237, 1679695995.529363]","[7, 1, 589, 419, 1679695995.529363]"
"[2, 1, 235, 290, 1679695995.575852]","[3, 1, 313, 266, 1679695995.575852]","[4, 1, 272, 245, 1679695995.575852]","[6, 3, 229, 237, 1679695995.575852]","[7, 1, 583, 416, 1679695995.575852]"
"[2, 1, 235, 290, 1679695995.626383]","[3, 1, 313, 265, 1679695995.626383]","[4, 1, 271, 245, 1679695995.626383]","[6, 3, 229, 237, 1679695995.626383]","[7, 1, 577, 412, 1679695995.626383]"
"[2, 1, 235, 290, 1679695995.676785]","[3, 1, 312, 264, 1679695995.676785]","[4, 1, 270, 244, 1679695995.676785]","[6, 3, 229, 237, 1679695995.676785]","[7, 1, 572, 409, 1679695995.676785]"
"[2, 1, 235, 290, 1679695995.726031]","[3, 1, 311, 264, 1679695995.726031]","[4, 1, 270, 244, 1679695995.726031]","[6, 3, 230, 237, 1679695995.726031]","[7, 1, 566, 406, 1679695995.726031]"
"[2, 1, 235, 290, 1679695995.763301]","[3, 1, 310, 264, 1679695995.763301]","[4, 1, 269, 244, 1679695995.763301]","[6, 3, 230, 237, 1679695995.763301]","[7, 1, 560, 403, 1679695995.763301]"
"[2, 1, 235, 290, 1679695995.808839]","[3, 1, 308, 263, 1679695995.808839]","[4, 1, 268, 243, 1679695995.808839]","[6, 3, 230, 237, 1679695995.808839]","[7, 1, 555, 400, 1679695995.808839]"
"[2, 1, 235, 290, 1679695995.855223]","[3, 1, 307, 262, 1679695995.855223]","[4, 1, 268, 243, 1679695995.855223]","[6, 3, 230, 238, 1679695995.855223]","[7, 1, 550, 397, 1679695995.855223]"
"[2, 1, 235, 290, 1679695995.903329]","[3, 1, 306, 261, 1679695995.903329]","[4, 1, 267, 243, 1679695995.903329]","[6, 3, 230, 238, 1679695995.903329]","[7, 1, 545, 394, 1679695995.903329]"
"[2, 1, 235, 290, 1679695995.948502]","[3, 1, 305, 260, 1679695995.948502]","[4, 1, 267, 242, 1679695995.948502]","[6, 3, 230, 238, 1679695995.948502]","[7, 1, 539, 392, 1679695995.948502]"
"[2, 1, 235, 290, 1679695995.994587]","[3, 1, 304, 260, 1679695995.994587]","[4, 1, 266, 242, 1679695995.994587]","[6, 3, 231, 238, 1679695995.994587]","[7, 1, 534, 389, 1679695995.994587]","[8, 1, 217, 210, 1679695995.994587]"
"[2, 1, 235, 290, 1679695996.044265]","[3, 1, 303, 260, 1679695996.044265]","[4, 1, 265, 242, 1679695996.044265]","[6, 3, 231, 238, 1679695996.044265]","[7, 1, 530, 386, 1679695996.044265]","[8, 1, 217, 210, 1679695996.044265]"
"[2, 1, 235, 290, 1679695996.088985]","[3, 1, 302, 259, 1679695996.089983]","[4, 1, 265, 242, 1679695996.089983]","[6, 3, 231, 238, 1679695996.089983]","[7, 1, 526, 384, 1679695996.089983]","[8, 1, 217, 210, 1679695996.089983]"
"[2, 1, 235, 290, 1679695996.135839]","[3, 1, 301, 259, 1679695996.135839]","[4, 1, 264, 241, 1679695996.135839]","[6, 3, 231, 238, 1679695996.136815]","[7, 1, 520, 381, 1679695996.136815]","[8, 1, 216, 210, 1679695996.136815]"
"[2, 1, 235, 290, 1679695996.183237]","[3, 1, 300, 258, 1679695996.183237]","[4, 1, 263, 240, 1679695996.183237]","[6, 3, 231, 238, 1679695996.183237]","[7, 1, 515, 378, 1679695996.183237]","[8, 1, 216, 209, 1679695996.183237]"
"[2, 1, 235, 290, 1679695996.230428]","[3, 1, 299, 257, 1679695996.230428]","[4, 1, 263, 240, 1679695996.230428]","[6, 3, 231, 238, 1679695996.230428]","[7, 1, 511, 376, 1679695996.230428]","[8, 1, 216, 209, 1679695996.230428]"
"[2, 1, 235, 290, 1679695996.277243]","[3, 1, 298, 257, 1679695996.278213]","[4, 1, 262, 240, 1679695996.278213]","[6, 3, 231, 238, 1679695996.278213]","[7, 1, 508, 374, 1679695996.278213]","[8, 1, 216, 209, 1679695996.278213]"
"[2, 1, 235, 290, 1679695996.331947]","[3, 1, 296, 256, 1679695996.331947]","[4, 1, 262, 240, 1679695996.331947]","[6, 3, 231, 238, 1679695996.331947]","[7, 1, 503, 371, 1679695996.331947]","[8, 1, 216, 209, 1679695996.331947]"
"[2, 1, 235, 290, 1679695996.377798]","[3, 1, 295, 256, 1679695996.377798]","[4, 1, 261, 239, 1679695996.377798]","[6, 3, 231, 238, 1679695996.377798]","[7, 1, 499, 369, 1679695996.377798]","[8, 1, 216, 209, 1679695996.377798]"
"[2, 1, 235, 290, 1679695996.419358]","[3, 1, 294, 256, 1679695996.419358]","[4, 1, 261, 239, 1679695996.419358]","[6, 3, 231, 239, 1679695996.419358]","[7, 1, 495, 367, 1679695996.419358]","[8, 1, 216, 209, 1679695996.419358]"
"[2, 1, 235, 290, 1679695996.470247]","[3, 1, 293, 255, 1679695996.470247]","[4, 1, 261, 239, 1679695996.470247]","[6, 3, 231, 239, 1679695996.470247]","[7, 1, 491, 364, 1679695996.470247]","[8, 1, 217, 209, 1679695996.470247]"
"[2, 1, 235, 290, 1679695996.51109]","[3, 1, 292, 255, 1679695996.51109]","[4, 1, 260, 238, 1679695996.51109]","[6, 3, 232, 239, 1679695996.51109]","[7, 1, 488, 363, 1679695996.51109]","[8, 1, 217, 209, 1679695996.51109]"
"[2, 1, 235, 290, 1679695996.553666]","[3, 1, 291, 254, 1679695996.553666]","[4, 1, 259, 238, 1679695996.553666]","[6, 3, 232, 239, 1679695996.553666]","[7, 1, 483, 361, 1679695996.553666]","[8, 1, 217, 209, 1679695996.553666]"
"[2, 1, 235, 290, 1679695996.600254]","[3, 1, 290, 254, 1679695996.600254]","[4, 1, 258, 238, 1679695996.600254]","[6, 3, 232, 239, 1679695996.600254]","[7, 1, 480, 358, 1679695996.600254]","[8, 1, 217, 208, 1679695996.600254]"
"[2, 1, 235, 290, 1679695996.646481]","[3, 1, 289, 253, 1679695996.646481]","[4, 1, 258, 237, 1679695996.646481]","[6, 3, 232, 239, 1679695996.646481]","[7, 1, 477, 356, 1679695996.646481]","[8, 1, 217, 208, 1679695996.646481]"
"[2, 1, 235, 290, 1679695996.696907]","[3, 1, 289, 253, 1679695996.696907]","[4, 1, 257, 237, 1679695996.696907]","[6, 3, 232, 239, 1679695996.696907]","[7, 1, 473, 354, 1679695996.696907]","[8, 1, 217, 208, 1679695996.696907]"
"[2, 1, 235, 290, 1679695996.742449]","[3, 1, 288, 252, 1679695996.742449]","[4, 1, 257, 237, 1679695996.742449]","[6, 3, 232, 239, 1679695996.742449]","[7, 1, 470, 352, 1679695996.742449]","[8, 1, 217, 208, 1679695996.742449]"
"[2, 1, 235, 290, 1679695996.794259]","[3, 1, 287, 252, 1679695996.794259]","[4, 1, 256, 236, 1679695996.794259]","[6, 3, 232, 239, 1679695996.794259]","[7, 1, 466, 351, 1679695996.794259]","[8, 1, 217, 207, 1679695996.794259]"
"[2, 1, 235, 290, 1679695996.834534]","[3, 1, 286, 252, 1679695996.834534]","[4, 1, 255, 236, 1679695996.834534]","[6, 3, 232, 239, 1679695996.834534]","[7, 1, 463, 349, 1679695996.834534]","[8, 1, 217, 207, 1679695996.834534]"
"[2, 1, 235, 290, 1679695996.891107]","[3, 1, 286, 251, 1679695996.891107]","[4, 1, 255, 235, 1679695996.891107]","[6, 3, 232, 239, 1679695996.891107]","[7, 1, 460, 348, 1679695996.891107]","[8, 1, 217, 207, 1679695996.891107]"
"[2, 1, 235, 290, 1679695996.929874]","[3, 1, 285, 251, 1679695996.929874]","[4, 1, 255, 235, 1679695996.929874]","[6, 3, 232, 239, 1679695996.929874]","[7, 1, 457, 346, 1679695996.929874]","[8, 1, 217, 207, 1679695996.929874]"
"[2, 1, 235, 291, 1679695996.976002]","[3, 1, 284, 250, 1679695996.976002]","[4, 1, 254, 235, 1679695996.976002]","[6, 3, 232, 239, 1679695996.976002]","[7, 1, 453, 344, 1679695996.976002]","[8, 1, 217, 207, 1679695996.976002]"
"[2, 1, 235, 291, 1679695997.020676]","[3, 1, 284, 250, 1679695997.020676]","[4, 1, 254, 235, 1679695997.020676]","[6, 3, 233, 239, 1679695997.020676]","[7, 1, 450, 342, 1679695997.020676]","[8, 1, 217, 207, 1679695997.020676]"
"[2, 1, 235, 291, 1679695997.067486]","[3, 1, 283, 249, 1679695997.067486]","[4, 1, 254, 234, 1679695997.067486]","[6, 3, 233, 239, 1679695997.067486]","[7, 1, 447, 340, 1679695997.067486]","[8, 1, 217, 207, 1679695997.067486]"
