"[2, 1, 235, 291, 1679696003.898323]","[6, 3, 233, 240, 1679696003.898408]","[7, 1, 257, 235, 1679696003.898408]","[9, 1, 318, 269, 1679696003.898408]","[11, 1, 438, 333, 1679696003.898408]","[12, 1, 222, 216, 1679696003.898408]"
"[2, 1, 235, 290, 1679696003.943823]","[6, 3, 233, 240, 1679696003.943823]","[7, 1, 256, 235, 1679696003.943823]","[9, 1, 316, 268, 1679696003.943823]","[11, 1, 436, 332, 1679696003.943823]","[12, 1, 222, 216, 1679696003.943823]"
"[2, 1, 235, 290, 1679696003.988144]","[6, 3, 233, 240, 1679696003.988144]","[7, 1, 256, 235, 1679696003.988144]","[9, 1, 315, 267, 1679696003.988144]","[11, 1, 434, 331, 1679696003.988144]","[12, 1, 222, 216, 1679696003.988144]"
"[2, 1, 235, 290, 1679696004.035419]","[6, 3, 232, 239, 1679696004.035419]","[7, 1, 255, 235, 1679696004.035419]","[9, 1, 313, 266, 1679696004.035419]","[11, 1, 431, 329, 1679696004.035419]","[12, 1, 222, 216, 1679696004.035419]","[13, 3, 734, 419, 1679696004.035419]"
"[2, 1, 235, 290, 1679696004.083374]","[6, 3, 232, 239, 1679696004.083374]","[7, 1, 255, 234, 1679696004.083374]","[9, 1, 313, 265, 1679696004.083374]","[11, 1, 429, 328, 1679696004.083374]","[12, 1, 222, 216, 1679696004.083374]","[13, 3, 731, 413, 1679696004.083374]"
"[2, 1, 235, 290, 1679696004.130475]","[6, 3, 232, 239, 1679696004.130475]","[7, 1, 255, 234, 1679696004.130475]","[9, 1, 312, 265, 1679696004.130475]","[11, 1, 427, 327, 1679696004.130475]","[12, 1, 222, 216, 1679696004.130475]","[13, 3, 728, 412, 1679696004.130475]"
"[2, 1, 235, 290, 1679696004.187386]","[6, 3, 232, 239, 1679696004.187386]","[7, 1, 254, 234, 1679696004.187386]","[9, 1, 312, 264, 1679696004.187386]","[11, 1, 425, 326, 1679696004.187386]","[12, 1, 222, 216, 1679696004.187386]","[13, 3, 724, 411, 1679696004.187386]"
"[2, 1, 235, 290, 1679696004.220879]","[6, 3, 233, 239, 1679696004.220879]","[7, 1, 254, 234, 1679696004.220879]","[9, 1, 310, 264, 1679696004.220879]","[11, 1, 423, 324, 1679696004.220879]","[12, 1, 222, 216, 1679696004.220879]","[13, 3, 721, 413, 1679696004.220879]"
"[2, 1, 235, 290, 1679696004.286451]","[6, 3, 233, 239, 1679696004.286451]","[7, 1, 253, 234, 1679696004.286451]","[9, 1, 309, 263, 1679696004.286451]","[11, 1, 420, 323, 1679696004.286451]","[12, 1, 222, 216, 1679696004.286451]","[13, 3, 718, 409, 1679696004.286451]"
"[2, 1, 235, 290, 1679696004.330597]","[6, 3, 233, 239, 1679696004.330597]","[7, 1, 252, 234, 1679696004.330597]","[9, 1, 307, 262, 1679696004.330597]","[11, 1, 419, 322, 1679696004.330597]","[12, 1, 222, 216, 1679696004.330597]","[13, 3, 714, 400, 1679696004.330597]"
"[2, 1, 235, 290, 1679696004.379872]","[6, 3, 233, 239, 1679696004.379872]","[7, 1, 248, 234, 1679696004.379872]","[9, 1, 306, 261, 1679696004.379872]","[11, 1, 416, 321, 1679696004.379872]","[12, 1, 222, 215, 1679696004.379872]","[13, 3, 711, 405, 1679696004.379872]"
"[2, 1, 235, 290, 1679696004.430297]","[6, 3, 233, 239, 1679696004.430297]","[7, 1, 244, 234, 1679696004.430297]","[9, 1, 305, 261, 1679696004.430297]","[11, 1, 414, 320, 1679696004.430297]","[12, 1, 223, 215, 1679696004.430297]","[13, 3, 709, 407, 1679696004.430297]"
"[2, 1, 235, 290, 1679696004.46736]","[6, 3, 233, 239, 1679696004.46736]","[7, 1, 243, 234, 1679696004.46736]","[9, 1, 304, 260, 1679696004.46736]","[11, 1, 412, 319, 1679696004.46736]","[12, 1, 222, 215, 1679696004.46736]","[13, 3, 707, 407, 1679696004.46736]"
"[2, 1, 235, 290, 1679696004.525401]","[6, 3, 233, 239, 1679696004.525401]","[7, 1, 243, 233, 1679696004.525401]","[9, 1, 302, 259, 1679696004.525401]","[11, 1, 410, 318, 1679696004.525401]","[12, 1, 222, 214, 1679696004.525401]","[13, 3, 706, 408, 1679696004.525401]"
"[2, 1, 235, 290, 1679696004.562216]","[6, 3, 233, 239, 1679696004.562216]","[7, 1, 243, 232, 1679696004.562216]","[9, 1, 301, 259, 1679696004.562216]","[11, 1, 409, 317, 1679696004.562216]","[12, 1, 222, 214, 1679696004.562216]","[13, 3, 703, 409, 1679696004.562216]"
"[2, 1, 235, 290, 1679696004.608284]","[6, 3, 232, 239, 1679696004.608284]","[7, 1, 244, 232, 1679696004.608284]","[9, 1, 300, 258, 1679696004.608284]","[11, 1, 407, 315, 1679696004.608284]","[12, 1, 222, 214, 1679696004.608284]","[13, 3, 701, 407, 1679696004.608284]"
"[2, 1, 235, 290, 1679696004.654046]","[6, 3, 232, 239, 1679696004.654046]","[7, 1, 244, 231, 1679696004.654046]","[9, 1, 299, 257, 1679696004.654046]","[11, 1, 405, 314, 1679696004.654046]","[12, 1, 222, 214, 1679696004.654046]","[13, 3, 699, 405, 1679696004.654046]"
"[2, 1, 235, 290, 1679696004.702406]","[6, 3, 232, 239, 1679696004.702406]","[7, 1, 244, 231, 1679696004.702406]","[9, 1, 297, 257, 1679696004.702406]","[11, 1, 403, 313, 1679696004.702406]","[12, 1, 222, 214, 1679696004.702406]","[13, 3, 697, 405, 1679696004.702406]"
"[2, 1, 235, 290, 1679696004.747032]","[6, 3, 232, 239, 1679696004.747032]","[7, 1, 243, 231, 1679696004.747032]","[9, 1, 296, 256, 1679696004.747032]","[11, 1, 401, 313, 1679696004.747032]","[12, 1, 222, 213, 1679696004.747032]","[13, 3, 695, 404, 1679696004.747032]"
"[2, 1, 235, 290, 1679696004.806817]","[6, 3, 232, 239, 1679696004.806817]","[9, 1, 296, 256, 1679696004.806817]","[11, 1, 399, 312, 1679696004.806817]","[12, 1, 222, 213, 1679696004.806817]","[13, 3, 692, 404, 1679696004.806817]"
"[2, 1, 235, 290, 1679696004.855533]","[6, 3, 231, 239, 1679696004.855533]","[9, 1, 295, 256, 1679696004.855533]","[11, 1, 397, 311, 1679696004.855533]","[12, 1, 222, 213, 1679696004.855533]","[13, 3, 690, 403, 1679696004.855533]"
"[2, 1, 235, 290, 1679696004.916194]","[6, 3, 231, 239, 1679696004.916194]","[9, 1, 293, 255, 1679696004.916194]","[11, 1, 395, 310, 1679696004.916194]","[12, 1, 222, 213, 1679696004.916194]","[13, 3, 688, 403, 1679696004.916194]","[14, 1, 232, 203, 1679696004.916194]"
"[2, 1, 235, 290, 1679696004.97325]","[6, 3, 231, 239, 1679696004.97325]","[9, 1, 292, 255, 1679696004.97325]","[11, 1, 393, 309, 1679696004.97325]","[12, 1, 222, 213, 1679696004.97325]","[13, 3, 686, 403, 1679696004.97325]","[14, 1, 232, 203, 1679696004.97325]"
"[2, 1, 235, 290, 1679696005.008906]","[6, 3, 231, 239, 1679696005.008906]","[9, 1, 291, 254, 1679696005.008906]","[11, 1, 391, 308, 1679696005.008906]","[12, 1, 222, 213, 1679696005.008906]","[13, 3, 684, 403, 1679696005.008906]","[14, 1, 232, 203, 1679696005.008906]"
"[2, 1, 235, 290, 1679696005.064307]","[6, 3, 231, 239, 1679696005.064307]","[9, 1, 290, 254, 1679696005.064307]","[11, 1, 389, 306, 1679696005.064307]","[12, 1, 222, 213, 1679696005.064307]","[13, 3, 682, 402, 1679696005.064307]","[14, 1, 232, 202, 1679696005.064307]"
"[2, 1, 235, 290, 1679696005.110327]","[6, 3, 231, 239, 1679696005.110327]","[9, 1, 289, 253, 1679696005.110327]","[11, 1, 388, 305, 1679696005.110327]","[12, 1, 222, 213, 1679696005.110327]","[13, 3, 681, 400, 1679696005.110327]","[14, 1, 233, 203, 1679696005.110327]"
"[2, 1, 234, 290, 1679696005.156336]","[6, 3, 231, 239, 1679696005.156336]","[9, 1, 289, 253, 1679696005.156336]","[11, 1, 386, 305, 1679696005.156336]","[12, 1, 222, 213, 1679696005.156336]","[13, 3, 680, 400, 1679696005.156336]","[14, 1, 233, 202, 1679696005.156336]"
"[2, 1, 234, 290, 1679696005.198332]","[6, 3, 232, 239, 1679696005.198332]","[9, 1, 288, 252, 1679696005.198332]","[11, 1, 385, 304, 1679696005.198332]","[12, 1, 222, 213, 1679696005.198332]","[13, 3, 677, 400, 1679696005.198332]","[14, 1, 233, 202, 1679696005.198332]"
"[2, 1, 234, 290, 1679696005.240104]","[6, 3, 232, 239, 1679696005.240104]","[9, 1, 287, 252, 1679696005.240104]","[11, 1, 382, 303, 1679696005.240104]","[12, 1, 222, 213, 1679696005.240104]","[13, 3, 675, 399, 1679696005.240104]","[14, 1, 233, 202, 1679696005.240104]"
"[2, 1, 235, 290, 1679696005.287444]","[6, 3, 232, 239, 1679696005.287444]","[9, 1, 286, 251, 1679696005.287444]","[11, 1, 381, 302, 1679696005.287444]","[12, 1, 222, 214, 1679696005.287444]","[13, 3, 673, 397, 1679696005.287444]","[14, 1, 233, 202, 1679696005.287444]"
"[2, 1, 235, 290, 1679696005.331414]","[6, 3, 232, 238, 1679696005.331414]","[9, 1, 285, 251, 1679696005.331414]","[11, 1, 379, 302, 1679696005.331414]","[12, 1, 222, 214, 1679696005.331414]","[13, 3, 672, 396, 1679696005.331414]","[14, 1, 232, 202, 1679696005.331414]"
"[2, 1, 235, 290, 1679696005.397169]","[6, 3, 232, 238, 1679696005.397169]","[9, 1, 284, 250, 1679696005.397169]","[11, 1, 378, 300, 1679696005.397169]","[12, 1, 222, 214, 1679696005.397169]","[13, 3, 671, 395, 1679696005.397169]","[14, 1, 233, 202, 1679696005.39817]"
"[2, 1, 235, 290, 1679696005.44116]","[6, 3, 232, 238, 1679696005.44116]","[9, 1, 283, 250, 1679696005.44116]","[11, 1, 376, 300, 1679696005.44116]","[12, 1, 223, 214, 1679696005.44116]","[13, 3, 669, 394, 1679696005.44116]","[14, 1, 233, 202, 1679696005.44116]"
"[2, 1, 235, 290, 1679696005.488348]","[6, 3, 232, 238, 1679696005.488348]","[9, 1, 282, 249, 1679696005.488348]","[11, 1, 374, 299, 1679696005.488348]","[12, 1, 223, 214, 1679696005.488348]","[13, 3, 667, 392, 1679696005.488348]","[14, 1, 233, 202, 1679696005.488348]"
"[2, 1, 235, 290, 1679696005.535701]","[6, 3, 232, 238, 1679696005.535701]","[9, 1, 281, 249, 1679696005.535701]","[11, 1, 373, 297, 1679696005.535701]","[12, 1, 223, 214, 1679696005.535701]","[13, 3, 666, 391, 1679696005.535701]","[14, 1, 233, 202, 1679696005.535701]"
"[2, 1, 235, 290, 1679696005.583526]","[6, 3, 232, 238, 1679696005.583526]","[9, 1, 280, 248, 1679696005.583526]","[11, 1, 371, 297, 1679696005.583526]","[12, 1, 223, 214, 1679696005.583526]","[13, 3, 665, 391, 1679696005.583526]","[14, 1, 233, 202, 1679696005.583526]"
"[2, 1, 235, 290, 1679696005.627724]","[6, 3, 232, 239, 1679696005.627724]","[9, 1, 279, 248, 1679696005.627724]","[11, 1, 369, 296, 1679696005.627724]","[12, 1, 224, 214, 1679696005.627724]","[13, 3, 662, 390, 1679696005.627724]","[14, 1, 233, 202, 1679696005.627724]"
"[2, 1, 235, 290, 1679696005.674225]","[6, 3, 232, 239, 1679696005.674225]","[9, 1, 279, 247, 1679696005.674225]","[11, 1, 368, 295, 1679696005.674225]","[12, 1, 224, 214, 1679696005.674225]","[13, 3, 660, 389, 1679696005.674225]","[14, 1, 233, 202, 1679696005.67573]"
"[2, 1, 235, 290, 1679696005.721225]","[6, 3, 232, 239, 1679696005.721225]","[9, 1, 278, 247, 1679696005.721225]","[11, 1, 366, 294, 1679696005.721225]","[12, 1, 224, 214, 1679696005.722196]","[13, 3, 657, 388, 1679696005.722196]","[14, 1, 233, 202, 1679696005.722196]"
"[2, 1, 235, 290, 1679696005.768476]","[6, 3, 232, 239, 1679696005.768476]","[9, 1, 277, 246, 1679696005.768476]","[11, 1, 365, 293, 1679696005.768476]","[12, 1, 224, 214, 1679696005.768476]","[13, 3, 656, 387, 1679696005.768476]","[14, 1, 233, 202, 1679696005.768476]"
"[2, 1, 235, 290, 1679696005.818441]","[6, 3, 232, 239, 1679696005.818441]","[9, 1, 277, 246, 1679696005.818441]","[11, 1, 363, 293, 1679696005.818441]","[12, 1, 224, 215, 1679696005.818441]","[13, 3, 654, 386, 1679696005.818441]","[14, 1, 233, 202, 1679696005.818441]"
"[2, 1, 235, 290, 1679696005.857267]","[6, 3, 232, 239, 1679696005.857267]","[9, 1, 276, 246, 1679696005.857267]","[11, 1, 362, 292, 1679696005.857267]","[12, 1, 224, 215, 1679696005.857267]","[13, 3, 653, 384, 1679696005.857267]","[14, 1, 233, 202, 1679696005.857267]"
"[2, 1, 235, 290, 1679696005.903716]","[6, 3, 232, 239, 1679696005.903716]","[9, 1, 275, 246, 1679696005.903716]","[11, 1, 360, 291, 1679696005.903716]","[12, 1, 224, 215, 1679696005.903716]","[13, 3, 652, 383, 1679696005.903716]","[14, 1, 233, 202, 1679696005.903716]"
"[2, 1, 235, 290, 1679696005.950389]","[6, 3, 232, 239, 1679696005.950389]","[9, 1, 275, 245, 1679696005.950389]","[11, 1, 359, 290, 1679696005.950389]","[12, 1, 225, 215, 1679696005.950389]","[13, 3, 651, 382, 1679696005.950389]","[14, 1, 233, 202, 1679696005.950389]"
"[2, 1, 235, 290, 1679696005.999676]","[6, 3, 231, 239, 1679696005.999676]","[9, 1, 274, 245, 1679696005.999676]","[11, 1, 357, 289, 1679696005.999676]","[12, 1, 225, 215, 1679696005.999676]","[13, 3, 648, 381, 1679696005.999676]","[14, 1, 233, 202, 1679696005.999676]"
"[2, 1, 235, 290, 1679696006.044355]","[6, 3, 231, 239, 1679696006.044355]","[9, 1, 273, 244, 1679696006.044355]","[11, 1, 356, 288, 1679696006.044355]","[12, 1, 225, 215, 1679696006.044355]","[13, 3, 646, 383, 1679696006.044355]","[14, 1, 233, 202, 1679696006.044355]"
"[2, 1, 235, 290, 1679696006.099558]","[6, 3, 231, 239, 1679696006.099558]","[9, 1, 272, 244, 1679696006.099558]","[11, 1, 355, 288, 1679696006.099558]","[12, 1, 225, 215, 1679696006.099558]","[13, 3, 643, 382, 1679696006.099558]","[14, 1, 233, 202, 1679696006.099558]"
"[2, 1, 235, 290, 1679696006.148502]","[6, 3, 231, 239, 1679696006.148502]","[9, 1, 271, 243, 1679696006.148502]","[11, 1, 354, 287, 1679696006.148502]","[12, 1, 225, 215, 1679696006.148502]","[13, 3, 640, 383, 1679696006.148502]","[14, 1, 233, 202, 1679696006.148502]"
"[2, 1, 235, 290, 1679696006.18539]","[6, 3, 231, 239, 1679696006.18539]","[9, 1, 271, 243, 1679696006.18539]","[11, 1, 353, 286, 1679696006.18539]","[12, 1, 226, 215, 1679696006.18539]","[13, 3, 635, 380, 1679696006.18539]","[14, 1, 233, 202, 1679696006.18539]"
"[2, 1, 235, 290, 1679696006.231149]","[6, 3, 232, 239, 1679696006.231149]","[9, 1, 270, 243, 1679696006.231149]","[11, 1, 351, 286, 1679696006.231149]","[12, 1, 226, 215, 1679696006.231149]","[13, 3, 632, 378, 1679696006.231149]","[14, 1, 233, 202, 1679696006.231149]"
"[2, 1, 235, 290, 1679696006.281296]","[6, 3, 232, 239, 1679696006.281296]","[9, 1, 270, 242, 1679696006.281296]","[11, 1, 349, 285, 1679696006.281296]","[12, 1, 226, 215, 1679696006.281296]","[13, 3, 627, 377, 1679696006.281296]","[14, 1, 233, 202, 1679696006.281296]"
"[2, 1, 235, 290, 1679696006.322915]","[6, 3, 232, 239, 1679696006.322915]","[9, 1, 269, 242, 1679696006.322915]","[11, 1, 348, 284, 1679696006.322915]","[12, 1, 226, 215, 1679696006.322915]","[13, 3, 624, 375, 1679696006.322915]","[14, 1, 233, 202, 1679696006.322915]"
"[2, 1, 235, 290, 1679696006.369092]","[6, 3, 232, 239, 1679696006.369092]","[9, 1, 268, 242, 1679696006.369092]","[11, 1, 346, 283, 1679696006.369092]","[12, 1, 226, 215, 1679696006.369092]","[13, 3, 621, 374, 1679696006.369092]","[14, 1, 233, 202, 1679696006.369092]"
"[2, 1, 235, 290, 1679696006.416876]","[6, 3, 232, 239, 1679696006.416876]","[9, 1, 267, 242, 1679696006.416876]","[11, 1, 345, 282, 1679696006.416876]","[12, 1, 227, 215, 1679696006.416876]","[13, 3, 619, 374, 1679696006.416876]","[14, 1, 233, 201, 1679696006.416876]"
"[2, 1, 235, 290, 1679696006.463321]","[6, 3, 232, 239, 1679696006.463321]","[9, 1, 266, 241, 1679696006.463321]","[11, 1, 344, 281, 1679696006.463321]","[12, 1, 227, 216, 1679696006.463321]","[13, 3, 617, 373, 1679696006.463321]","[14, 1, 233, 201, 1679696006.463321]"
"[2, 1, 236, 290, 1679696006.508042]","[6, 3, 232, 239, 1679696006.508042]","[9, 1, 266, 241, 1679696006.508042]","[11, 1, 343, 280, 1679696006.508042]","[12, 1, 227, 216, 1679696006.508042]","[13, 3, 614, 372, 1679696006.508042]","[14, 1, 233, 201, 1679696006.508042]"
"[2, 1, 236, 290, 1679696006.571245]","[6, 3, 232, 239, 1679696006.571245]","[9, 1, 264, 241, 1679696006.571245]","[11, 1, 341, 280, 1679696006.571245]","[12, 1, 227, 216, 1679696006.571245]","[13, 3, 610, 371, 1679696006.571245]","[14, 1, 233, 201, 1679696006.571245]"
"[2, 1, 236, 290, 1679696006.630102]","[6, 3, 232, 239, 1679696006.630102]","[9, 1, 264, 240, 1679696006.630102]","[11, 1, 340, 279, 1679696006.630102]","[12, 1, 227, 216, 1679696006.630102]","[13, 3, 607, 369, 1679696006.630102]","[14, 3, 232, 199, 1679696006.630102]"
"[2, 1, 236, 290, 1679696006.686761]","[6, 3, 232, 239, 1679696006.686761]","[9, 1, 263, 240, 1679696006.686761]","[11, 1, 338, 279, 1679696006.686761]","[12, 1, 227, 216, 1679696006.686761]","[13, 3, 604, 368, 1679696006.686761]","[14, 3, 231, 199, 1679696006.686761]"
"[2, 1, 236, 290, 1679696006.724497]","[6, 3, 232, 239, 1679696006.724497]","[9, 1, 262, 239, 1679696006.724497]","[11, 1, 337, 278, 1679696006.724497]","[12, 1, 227, 217, 1679696006.724497]","[13, 3, 600, 367, 1679696006.724497]","[14, 3, 231, 198, 1679696006.724497]"
"[2, 1, 236, 290, 1679696006.781921]","[6, 3, 232, 239, 1679696006.781921]","[9, 1, 262, 239, 1679696006.781921]","[11, 1, 335, 278, 1679696006.781921]","[12, 1, 227, 217, 1679696006.781921]","[13, 3, 597, 365, 1679696006.781921]","[14, 3, 231, 198, 1679696006.781921]"
"[2, 1, 236, 290, 1679696006.818671]","[6, 3, 232, 239, 1679696006.818671]","[9, 1, 261, 238, 1679696006.818671]","[11, 1, 334, 277, 1679696006.818671]","[12, 1, 227, 217, 1679696006.818671]","[13, 3, 594, 363, 1679696006.818671]","[14, 3, 231, 198, 1679696006.818671]"
"[2, 1, 236, 290, 1679696006.877789]","[6, 3, 232, 239, 1679696006.877789]","[9, 1, 261, 238, 1679696006.877789]","[11, 1, 333, 276, 1679696006.877789]","[12, 1, 227, 217, 1679696006.877789]","[13, 3, 591, 362, 1679696006.877789]","[14, 3, 232, 198, 1679696006.877789]"
"[2, 1, 236, 290, 1679696006.913984]","[6, 3, 232, 239, 1679696006.913984]","[9, 1, 260, 238, 1679696006.913984]","[11, 1, 332, 276, 1679696006.913984]","[12, 1, 227, 217, 1679696006.913984]","[13, 3, 588, 361, 1679696006.913984]","[14, 3, 232, 198, 1679696006.913984]"
"[2, 1, 236, 290, 1679696006.975294]","[6, 3, 233, 239, 1679696006.975294]","[9, 1, 260, 237, 1679696006.975294]","[11, 1, 330, 275, 1679696006.975294]","[12, 1, 227, 217, 1679696006.975294]","[13, 3, 585, 359, 1679696006.975294]","[14, 3, 231, 198, 1679696006.975294]"
"[2, 1, 236, 290, 1679696007.032203]","[6, 3, 233, 239, 1679696007.032203]","[9, 1, 259, 237, 1679696007.032203]","[11, 1, 329, 274, 1679696007.032203]","[12, 1, 227, 217, 1679696007.032203]","[13, 3, 581, 357, 1679696007.032203]","[14, 3, 231, 198, 1679696007.032203]"
"[2, 1, 236, 290, 1679696007.067391]","[6, 3, 233, 239, 1679696007.067391]","[9, 1, 259, 236, 1679696007.067391]","[11, 1, 327, 274, 1679696007.067391]","[12, 1, 228, 217, 1679696007.067391]","[13, 3, 579, 356, 1679696007.067391]","[14, 3, 231, 198, 1679696007.067391]"
"[2, 1, 236, 290, 1679696007.116897]","[6, 3, 233, 239, 1679696007.116897]","[9, 1, 258, 236, 1679696007.116897]","[11, 1, 326, 273, 1679696007.116897]","[12, 1, 228, 217, 1679696007.116897]","[13, 3, 576, 355, 1679696007.116897]","[14, 3, 231, 198, 1679696007.116897]"
"[2, 1, 236, 290, 1679696007.167281]","[6, 3, 233, 239, 1679696007.167281]","[9, 1, 257, 235, 1679696007.167281]","[11, 1, 325, 273, 1679696007.167281]","[12, 1, 228, 217, 1679696007.167281]","[13, 3, 574, 353, 1679696007.167281]","[14, 3, 231, 198, 1679696007.167281]"
"[2, 1, 236, 290, 1679696007.205584]","[6, 3, 233, 239, 1679696007.205584]","[9, 1, 256, 235, 1679696007.205584]","[11, 1, 325, 272, 1679696007.205584]","[12, 1, 229, 217, 1679696007.205584]","[13, 3, 572, 351, 1679696007.205584]","[14, 3, 231, 198, 1679696007.205584]"
"[2, 1, 236, 290, 1679696007.255399]","[6, 3, 233, 239, 1679696007.255399]","[9, 1, 256, 235, 1679696007.255399]","[11, 1, 324, 271, 1679696007.255399]","[12, 1, 229, 217, 1679696007.255399]","[13, 3, 571, 350, 1679696007.255399]","[14, 3, 231, 198, 1679696007.255399]"
"[2, 1, 236, 290, 1679696007.300082]","[6, 3, 233, 239, 1679696007.300082]","[9, 1, 255, 234, 1679696007.300082]","[11, 1, 323, 271, 1679696007.300082]","[12, 1, 230, 217, 1679696007.300082]","[13, 3, 568, 349, 1679696007.300082]","[14, 3, 231, 198, 1679696007.300082]"
"[2, 1, 236, 290, 1679696007.348585]","[6, 3, 233, 239, 1679696007.348585]","[9, 1, 255, 234, 1679696007.348585]","[11, 1, 321, 271, 1679696007.348585]","[12, 1, 231, 217, 1679696007.348585]","[13, 3, 564, 348, 1679696007.348585]","[14, 3, 231, 198, 1679696007.348585]"
"[2, 1, 236, 290, 1679696007.398471]","[6, 3, 234, 239, 1679696007.398471]","[9, 1, 255, 234, 1679696007.398471]","[11, 1, 320, 270, 1679696007.398471]","[12, 1, 231, 216, 1679696007.398471]","[13, 3, 561, 348, 1679696007.398471]","[14, 3, 231, 198, 1679696007.398471]"
"[2, 1, 235, 290, 1679696007.450544]","[6, 3, 234, 239, 1679696007.450544]","[9, 1, 255, 234, 1679696007.450544]","[11, 1, 319, 269, 1679696007.450544]","[12, 1, 231, 216, 1679696007.450544]","[13, 3, 559, 347, 1679696007.450544]","[14, 3, 231, 198, 1679696007.450544]"
"[2, 1, 235, 290, 1679696007.498582]","[6, 3, 234, 239, 1679696007.498582]","[9, 1, 254, 234, 1679696007.498582]","[11, 1, 318, 269, 1679696007.498582]","[12, 1, 231, 216, 1679696007.498582]","[13, 3, 557, 346, 1679696007.498582]","[14, 3, 231, 198, 1679696007.498582]"
"[2, 1, 235, 290, 1679696007.53371]","[6, 3, 234, 239, 1679696007.53371]","[9, 1, 254, 234, 1679696007.53371]","[11, 1, 317, 269, 1679696007.53371]","[12, 1, 231, 215, 1679696007.53371]","[13, 3, 553, 345, 1679696007.53371]","[14, 3, 231, 198, 1679696007.53371]"
"[2, 1, 235, 290, 1679696007.584093]","[6, 3, 234, 239, 1679696007.584093]","[9, 1, 254, 233, 1679696007.584093]","[11, 1, 316, 268, 1679696007.584093]","[12, 1, 231, 215, 1679696007.584093]","[13, 3, 550, 344, 1679696007.584093]","[14, 3, 231, 198, 1679696007.584093]"
"[2, 1, 236, 290, 1679696007.639082]","[6, 3, 234, 239, 1679696007.639082]","[9, 1, 254, 233, 1679696007.639082]","[11, 1, 315, 267, 1679696007.639082]","[12, 1, 231, 215, 1679696007.639082]","[13, 3, 548, 342, 1679696007.639082]","[14, 3, 231, 198, 1679696007.639082]"
"[2, 1, 235, 290, 1679696007.680662]","[6, 3, 234, 239, 1679696007.680662]","[9, 1, 252, 233, 1679696007.680662]","[11, 1, 314, 267, 1679696007.680662]","[12, 1, 231, 215, 1679696007.680662]","[13, 3, 547, 341, 1679696007.680662]","[14, 3, 231, 197, 1679696007.680662]"
"[2, 1, 236, 290, 1679696007.721895]","[6, 3, 234, 239, 1679696007.721895]","[9, 1, 249, 233, 1679696007.721895]","[11, 1, 314, 266, 1679696007.721895]","[12, 1, 231, 214, 1679696007.721895]","[13, 3, 545, 340, 1679696007.721895]","[14, 3, 231, 197, 1679696007.721895]"
"[2, 1, 235, 290, 1679696007.768049]","[6, 3, 234, 239, 1679696007.769049]","[9, 1, 248, 232, 1679696007.769049]","[11, 1, 313, 266, 1679696007.769049]","[12, 1, 231, 214, 1679696007.769049]","[13, 3, 542, 340, 1679696007.769049]","[14, 3, 231, 197, 1679696007.769049]","[15, 1, 251, 230, 1679696007.769049]"
"[2, 1, 235, 290, 1679696007.815575]","[6, 3, 234, 239, 1679696007.815575]","[9, 1, 246, 231, 1679696007.815575]","[11, 1, 312, 265, 1679696007.815575]","[12, 1, 231, 214, 1679696007.815575]","[13, 3, 540, 339, 1679696007.816581]","[14, 3, 231, 197, 1679696007.816581]","[15, 1, 250, 229, 1679696007.816581]"
"[2, 1, 235, 290, 1679696007.867203]","[6, 3, 234, 239, 1679696007.867203]","[9, 1, 244, 231, 1679696007.867203]","[11, 1, 311, 264, 1679696007.867203]","[12, 1, 231, 214, 1679696007.867203]","[13, 3, 538, 338, 1679696007.867203]","[14, 3, 231, 197, 1679696007.867203]","[15, 1, 249, 229, 1679696007.867203]"
"[2, 1, 235, 290, 1679696007.908184]","[6, 3, 234, 239, 1679696007.908184]","[9, 1, 243, 231, 1679696007.908184]","[11, 1, 309, 263, 1679696007.908184]","[12, 1, 231, 213, 1679696007.908184]","[13, 3, 538, 338, 1679696007.908184]","[14, 3, 231, 196, 1679696007.908184]","[15, 1, 249, 229, 1679696007.908184]"
"[2, 1, 235, 290, 1679696007.955296]","[6, 3, 233, 239, 1679696007.955296]","[9, 1, 242, 231, 1679696007.955296]","[11, 1, 308, 262, 1679696007.955296]","[12, 1, 231, 213, 1679696007.955296]","[13, 3, 536, 337, 1679696007.955296]","[14, 3, 231, 196, 1679696007.955296]","[15, 1, 248, 229, 1679696007.955296]"
"[2, 1, 235, 290, 1679696008.002562]","[6, 3, 233, 239, 1679696008.002562]","[9, 1, 241, 231, 1679696008.002562]","[11, 1, 307, 262, 1679696008.002562]","[12, 1, 231, 213, 1679696008.002562]","[13, 3, 535, 337, 1679696008.002562]","[14, 3, 231, 196, 1679696008.002562]","[15, 1, 247, 228, 1679696008.002562]"
"[2, 1, 236, 290, 1679696008.04865]","[6, 3, 233, 239, 1679696008.04865]","[9, 1, 241, 232, 1679696008.04865]","[11, 1, 306, 261, 1679696008.04865]","[12, 1, 230, 213, 1679696008.04865]","[13, 3, 533, 336, 1679696008.04865]","[14, 3, 231, 196, 1679696008.04865]","[15, 1, 247, 228, 1679696008.04865]"
"[2, 1, 236, 290, 1679696008.095371]","[6, 3, 233, 239, 1679696008.095371]","[9, 1, 240, 234, 1679696008.095371]","[11, 1, 304, 260, 1679696008.095371]","[12, 1, 230, 213, 1679696008.095371]","[13, 3, 531, 335, 1679696008.095371]","[14, 3, 231, 196, 1679696008.095371]"
