"[1, 1, 365, 292, 1679696316.247533]","[2, 1, 298, 260, 1679696316.247533]","[3, 1, 262, 242, 1679696316.247533]","[4, 1, 235, 290, 1679696316.247533]","[5, 3, 225, 234, 1679696316.247533]"
"[1, 1, 362, 290, 1679696316.288364]","[2, 1, 297, 259, 1679696316.288364]","[3, 1, 261, 241, 1679696316.288364]","[4, 1, 235, 290, 1679696316.288364]","[5, 3, 226, 234, 1679696316.288364]"
"[1, 1, 360, 289, 1679696316.320082]","[2, 1, 296, 259, 1679696316.320082]","[3, 1, 261, 241, 1679696316.320082]","[4, 1, 235, 290, 1679696316.320082]","[5, 3, 226, 234, 1679696316.320082]"
"[1, 1, 359, 288, 1679696316.36674]","[2, 1, 295, 258, 1679696316.36674]","[3, 1, 261, 241, 1679696316.36674]","[4, 1, 235, 290, 1679696316.36674]","[5, 3, 226, 234, 1679696316.36674]"
"[1, 1, 357, 287, 1679696316.413113]","[2, 1, 294, 258, 1679696316.413113]","[3, 1, 260, 240, 1679696316.413113]","[4, 1, 235, 290, 1679696316.413113]","[5, 3, 226, 234, 1679696316.413113]"
"[1, 1, 356, 287, 1679696316.460563]","[2, 1, 293, 257, 1679696316.460563]","[3, 1, 260, 240, 1679696316.460563]","[4, 1, 235, 290, 1679696316.460563]","[5, 3, 226, 235, 1679696316.460563]"
"[1, 1, 354, 286, 1679696316.510374]","[2, 1, 292, 257, 1679696316.510374]","[3, 1, 259, 239, 1679696316.510374]","[4, 1, 235, 290, 1679696316.510374]","[5, 3, 226, 235, 1679696316.510374]"
"[1, 1, 353, 285, 1679696316.558284]","[2, 1, 291, 256, 1679696316.558284]","[3, 1, 258, 239, 1679696316.558284]","[4, 1, 235, 290, 1679696316.558284]","[5, 3, 226, 235, 1679696316.558284]"
"[1, 1, 352, 284, 1679696316.600668]","[2, 1, 290, 256, 1679696316.600668]","[3, 1, 258, 239, 1679696316.600668]","[4, 1, 235, 290, 1679696316.600668]","[5, 3, 226, 235, 1679696316.600668]"
"[1, 1, 350, 284, 1679696316.64643]","[2, 1, 290, 255, 1679696316.64643]","[3, 1, 257, 238, 1679696316.64643]","[4, 1, 235, 290, 1679696316.64643]","[5, 3, 226, 235, 1679696316.64643]"
"[1, 1, 348, 283, 1679696316.692994]","[2, 1, 289, 255, 1679696316.692994]","[3, 1, 257, 238, 1679696316.692994]","[4, 1, 234, 290, 1679696316.692994]","[5, 3, 226, 235, 1679696316.692994]"
"[1, 1, 346, 282, 1679696316.741931]","[2, 1, 288, 254, 1679696316.741931]","[3, 1, 257, 238, 1679696316.741931]","[4, 1, 234, 290, 1679696316.741931]","[5, 3, 226, 235, 1679696316.741931]"
"[1, 1, 344, 281, 1679696316.785643]","[2, 1, 287, 254, 1679696316.785643]","[3, 1, 256, 238, 1679696316.785643]","[4, 1, 234, 290, 1679696316.785643]","[5, 3, 226, 236, 1679696316.785643]"
"[1, 1, 342, 280, 1679696316.850676]","[2, 1, 286, 254, 1679696316.850676]","[3, 1, 256, 238, 1679696316.850676]","[4, 1, 234, 290, 1679696316.850676]","[5, 0, 226, 236, 1679696316.850676]"
"[1, 1, 341, 279, 1679696316.895437]","[2, 1, 286, 253, 1679696316.895437]","[3, 1, 255, 237, 1679696316.895437]","[4, 1, 234, 290, 1679696316.895437]","[5, 0, 226, 236, 1679696316.895437]"
"[1, 1, 339, 279, 1679696316.941808]","[2, 1, 285, 253, 1679696316.941808]","[3, 1, 254, 237, 1679696316.941808]","[4, 1, 234, 290, 1679696316.941808]","[5, 0, 227, 236, 1679696316.941808]"
"[1, 1, 338, 278, 1679696316.988044]","[2, 1, 285, 253, 1679696316.988044]","[3, 1, 254, 237, 1679696316.988044]","[4, 1, 234, 290, 1679696316.988044]","[5, 3, 227, 236, 1679696316.988044]"
"[1, 1, 336, 277, 1679696317.036208]","[2, 1, 284, 253, 1679696317.036208]","[3, 1, 253, 237, 1679696317.036208]","[4, 1, 234, 290, 1679696317.036208]","[5, 3, 227, 236, 1679696317.036208]"
"[1, 1, 335, 277, 1679696317.083848]","[2, 1, 283, 252, 1679696317.083848]","[3, 1, 253, 236, 1679696317.083848]","[4, 1, 234, 290, 1679696317.083848]","[5, 3, 227, 236, 1679696317.083848]"
"[1, 1, 333, 276, 1679696317.128748]","[2, 1, 282, 251, 1679696317.129724]","[3, 1, 253, 236, 1679696317.129724]","[4, 1, 234, 290, 1679696317.129724]","[5, 3, 227, 236, 1679696317.129724]"
"[1, 1, 332, 275, 1679696317.176339]","[2, 1, 281, 251, 1679696317.176339]","[3, 1, 253, 236, 1679696317.176339]","[4, 1, 234, 290, 1679696317.176339]","[5, 3, 227, 236, 1679696317.176339]"
"[1, 1, 330, 275, 1679696317.225792]","[2, 1, 280, 251, 1679696317.225792]","[3, 1, 252, 235, 1679696317.225792]","[4, 1, 234, 290, 1679696317.225792]","[5, 3, 228, 236, 1679696317.225792]","[6, 1, 657, 451, 1679696317.225792]"
"[1, 1, 329, 274, 1679696317.274497]","[2, 1, 280, 250, 1679696317.274497]","[3, 1, 252, 235, 1679696317.274497]","[4, 1, 234, 290, 1679696317.274497]","[5, 3, 228, 236, 1679696317.274497]","[6, 1, 659, 448, 1679696317.274497]"
"[1, 1, 327, 273, 1679696317.314817]","[2, 1, 279, 250, 1679696317.314817]","[3, 1, 251, 234, 1679696317.314817]","[4, 1, 234, 290, 1679696317.314817]","[5, 3, 228, 237, 1679696317.314817]","[6, 1, 659, 446, 1679696317.314817]"
"[1, 1, 326, 272, 1679696317.360295]","[2, 1, 278, 249, 1679696317.360295]","[3, 1, 251, 234, 1679696317.360295]","[4, 1, 234, 290, 1679696317.360295]","[5, 3, 228, 237, 1679696317.360295]","[6, 1, 654, 444, 1679696317.360295]"
"[1, 1, 325, 272, 1679696317.407144]","[2, 1, 278, 249, 1679696317.407144]","[3, 1, 251, 234, 1679696317.407144]","[4, 1, 234, 290, 1679696317.407144]","[5, 3, 228, 237, 1679696317.407144]","[6, 1, 649, 443, 1679696317.407144]"
"[1, 1, 324, 271, 1679696317.460596]","[2, 1, 277, 248, 1679696317.460596]","[3, 1, 250, 234, 1679696317.460596]","[4, 1, 234, 290, 1679696317.460596]","[5, 3, 228, 237, 1679696317.460596]","[6, 1, 642, 442, 1679696317.460596]"
"[1, 1, 323, 270, 1679696317.505487]","[2, 1, 276, 248, 1679696317.505487]","[3, 1, 250, 233, 1679696317.505487]","[4, 1, 234, 290, 1679696317.505487]","[5, 3, 229, 237, 1679696317.505487]","[6, 1, 635, 440, 1679696317.505487]"
"[1, 1, 321, 270, 1679696317.551941]","[2, 1, 276, 247, 1679696317.551941]","[4, 1, 234, 290, 1679696317.551941]","[5, 3, 229, 237, 1679696317.551941]","[6, 1, 628, 439, 1679696317.551941]"
"[1, 1, 320, 269, 1679696317.595404]","[2, 1, 275, 247, 1679696317.595404]","[4, 1, 234, 290, 1679696317.595404]","[5, 3, 230, 237, 1679696317.595404]","[6, 1, 623, 437, 1679696317.595404]"
"[1, 1, 319, 268, 1679696317.641981]","[2, 1, 275, 246, 1679696317.641981]","[4, 1, 234, 290, 1679696317.641981]","[5, 3, 230, 237, 1679696317.641981]","[6, 1, 616, 434, 1679696317.641981]"
"[1, 1, 318, 268, 1679696317.692239]","[2, 1, 274, 246, 1679696317.692239]","[4, 1, 234, 289, 1679696317.692239]","[5, 3, 230, 237, 1679696317.692239]","[6, 1, 609, 432, 1679696317.692239]"
"[1, 1, 317, 267, 1679696317.735552]","[2, 1, 273, 246, 1679696317.735552]","[4, 1, 234, 289, 1679696317.735552]","[5, 3, 230, 237, 1679696317.735552]","[6, 1, 603, 427, 1679696317.735552]"
"[1, 1, 315, 267, 1679696317.786138]","[2, 1, 272, 246, 1679696317.786138]","[4, 1, 234, 290, 1679696317.786138]","[5, 3, 230, 237, 1679696317.786138]","[6, 1, 596, 423, 1679696317.786138]"
"[1, 1, 314, 266, 1679696317.828455]","[2, 1, 271, 245, 1679696317.828455]","[4, 1, 234, 289, 1679696317.828455]","[5, 3, 230, 237, 1679696317.828455]","[6, 1, 590, 420, 1679696317.828455]"
"[1, 1, 314, 266, 1679696317.860605]","[2, 1, 271, 245, 1679696317.860605]","[4, 1, 234, 289, 1679696317.860605]","[5, 3, 230, 237, 1679696317.860605]","[6, 1, 584, 416, 1679696317.860605]"
"[1, 1, 313, 265, 1679696317.907333]","[2, 1, 270, 245, 1679696317.907333]","[4, 1, 234, 289, 1679696317.907333]","[5, 3, 230, 237, 1679696317.907333]","[6, 1, 578, 412, 1679696317.907333]"
"[1, 1, 312, 265, 1679696317.959245]","[2, 1, 269, 245, 1679696317.959245]","[4, 1, 234, 289, 1679696317.959245]","[5, 3, 230, 237, 1679696317.959245]","[6, 1, 573, 409, 1679696317.959245]"
"[1, 1, 311, 264, 1679696318.001916]","[2, 1, 269, 244, 1679696318.001916]","[4, 1, 234, 290, 1679696318.001916]","[5, 3, 230, 237, 1679696318.001916]","[6, 1, 567, 407, 1679696318.001916]"
"[1, 1, 309, 263, 1679696318.047904]","[2, 1, 268, 244, 1679696318.047904]","[4, 1, 234, 290, 1679696318.047904]","[5, 3, 230, 237, 1679696318.047904]","[6, 1, 561, 403, 1679696318.047904]"
"[1, 1, 308, 263, 1679696318.094225]","[2, 1, 268, 243, 1679696318.094225]","[4, 1, 234, 290, 1679696318.094225]","[5, 3, 230, 237, 1679696318.094225]","[6, 1, 556, 400, 1679696318.094225]"
"[1, 1, 307, 262, 1679696318.142]","[2, 1, 267, 243, 1679696318.142]","[4, 1, 234, 290, 1679696318.142]","[5, 3, 230, 238, 1679696318.142]","[6, 1, 551, 398, 1679696318.142]"
"[1, 1, 305, 261, 1679696318.189235]","[2, 1, 267, 242, 1679696318.189235]","[4, 1, 234, 290, 1679696318.189235]","[5, 3, 230, 238, 1679696318.189235]","[6, 1, 546, 395, 1679696318.189235]"
"[1, 1, 304, 260, 1679696318.23967]","[2, 1, 266, 242, 1679696318.23967]","[4, 1, 234, 290, 1679696318.23967]","[5, 3, 230, 238, 1679696318.23967]","[6, 1, 540, 392, 1679696318.23967]"
"[1, 1, 303, 260, 1679696318.28283]","[2, 1, 266, 242, 1679696318.28283]","[4, 1, 234, 290, 1679696318.28283]","[5, 3, 230, 238, 1679696318.28283]","[6, 1, 536, 389, 1679696318.28283]"
"[1, 1, 303, 259, 1679696318.327772]","[2, 1, 265, 242, 1679696318.327772]","[4, 1, 234, 290, 1679696318.327772]","[5, 3, 230, 238, 1679696318.328739]","[6, 1, 531, 387, 1679696318.328739]"
"[1, 1, 302, 259, 1679696318.37436]","[2, 1, 265, 241, 1679696318.37436]","[4, 1, 234, 289, 1679696318.37436]","[5, 3, 230, 238, 1679696318.37436]","[6, 1, 526, 384, 1679696318.37436]"
"[1, 1, 300, 258, 1679696318.424437]","[2, 1, 264, 241, 1679696318.424437]","[4, 1, 234, 289, 1679696318.424437]","[5, 3, 231, 238, 1679696318.424437]","[6, 1, 522, 381, 1679696318.424437]"
"[1, 1, 299, 257, 1679696318.468702]","[2, 1, 263, 240, 1679696318.468702]","[4, 1, 234, 289, 1679696318.468702]","[5, 3, 230, 238, 1679696318.468702]","[6, 1, 517, 379, 1679696318.468702]"
"[1, 1, 298, 257, 1679696318.525624]","[2, 1, 263, 240, 1679696318.525624]","[4, 1, 234, 290, 1679696318.525624]","[5, 3, 231, 238, 1679696318.525624]","[6, 1, 513, 376, 1679696318.525624]"
"[1, 1, 297, 256, 1679696318.560455]","[2, 1, 262, 240, 1679696318.560455]","[4, 1, 234, 290, 1679696318.560455]","[5, 3, 231, 238, 1679696318.560455]","[6, 1, 509, 374, 1679696318.560455]"
"[1, 1, 296, 256, 1679696318.612972]","[2, 1, 261, 239, 1679696318.612972]","[4, 1, 234, 290, 1679696318.612972]","[5, 3, 231, 238, 1679696318.612972]","[6, 1, 504, 372, 1679696318.612972]"
"[1, 1, 295, 255, 1679696318.660345]","[2, 1, 261, 239, 1679696318.660345]","[4, 1, 234, 290, 1679696318.660345]","[5, 3, 231, 238, 1679696318.660345]","[6, 1, 500, 369, 1679696318.660345]"
"[1, 1, 294, 255, 1679696318.705646]","[2, 1, 260, 239, 1679696318.705646]","[4, 1, 234, 290, 1679696318.705646]","[5, 3, 231, 238, 1679696318.705646]","[6, 1, 495, 367, 1679696318.705646]"
"[1, 1, 293, 255, 1679696318.747608]","[2, 1, 260, 238, 1679696318.747608]","[4, 1, 234, 290, 1679696318.747608]","[5, 3, 231, 238, 1679696318.747608]","[6, 1, 491, 364, 1679696318.747608]"
"[1, 1, 291, 254, 1679696318.797432]","[2, 1, 260, 238, 1679696318.797432]","[4, 1, 233, 289, 1679696318.797432]","[5, 3, 231, 238, 1679696318.797432]","[6, 1, 488, 363, 1679696318.797432]"
"[1, 1, 290, 254, 1679696318.841785]","[2, 1, 259, 237, 1679696318.841785]","[4, 1, 234, 289, 1679696318.841785]","[5, 3, 231, 238, 1679696318.841785]","[6, 1, 484, 361, 1679696318.841785]"
"[1, 1, 290, 253, 1679696318.889818]","[2, 1, 259, 237, 1679696318.889818]","[4, 1, 234, 289, 1679696318.889818]","[5, 3, 231, 238, 1679696318.889818]","[6, 1, 480, 360, 1679696318.889818]"
"[1, 1, 289, 253, 1679696318.935081]","[2, 1, 258, 237, 1679696318.935081]","[4, 1, 233, 289, 1679696318.935081]","[5, 3, 231, 239, 1679696318.935081]","[6, 1, 477, 357, 1679696318.935081]"
"[1, 1, 289, 252, 1679696318.9808]","[2, 1, 258, 237, 1679696318.9808]","[4, 1, 234, 289, 1679696318.9808]","[5, 3, 231, 239, 1679696318.9808]","[6, 1, 473, 355, 1679696318.9808]"
"[1, 1, 288, 252, 1679696319.027647]","[2, 1, 257, 236, 1679696319.027647]","[4, 1, 234, 289, 1679696319.027647]","[5, 3, 231, 239, 1679696319.027647]","[6, 1, 470, 353, 1679696319.027647]"
"[1, 1, 287, 251, 1679696319.076051]","[2, 1, 257, 236, 1679696319.076051]","[4, 1, 234, 289, 1679696319.076051]","[5, 3, 231, 239, 1679696319.076051]","[6, 1, 467, 352, 1679696319.076051]","[7, 1, 217, 207, 1679696319.076051]"
"[1, 1, 286, 251, 1679696319.121653]","[2, 1, 256, 236, 1679696319.121653]","[4, 1, 234, 289, 1679696319.121653]","[5, 3, 231, 239, 1679696319.121653]","[6, 1, 463, 350, 1679696319.121653]","[7, 1, 217, 206, 1679696319.121653]"
"[1, 1, 285, 251, 1679696319.168328]","[2, 1, 256, 235, 1679696319.168328]","[4, 1, 234, 289, 1679696319.168328]","[5, 3, 231, 239, 1679696319.168328]","[6, 1, 460, 348, 1679696319.168328]","[7, 1, 217, 206, 1679696319.168328]"
"[1, 1, 285, 251, 1679696319.223954]","[2, 1, 255, 235, 1679696319.223954]","[4, 1, 234, 289, 1679696319.223954]","[5, 3, 231, 239, 1679696319.223954]","[6, 1, 456, 345, 1679696319.223954]","[7, 1, 217, 206, 1679696319.223954]"
"[1, 1, 284, 250, 1679696319.260225]","[2, 1, 255, 234, 1679696319.260225]","[4, 1, 234, 289, 1679696319.260225]","[5, 3, 231, 239, 1679696319.260225]","[6, 1, 453, 344, 1679696319.260225]","[7, 1, 217, 206, 1679696319.260225]"
"[1, 1, 283, 250, 1679696319.311995]","[2, 1, 255, 234, 1679696319.311995]","[4, 1, 234, 289, 1679696319.311995]","[5, 3, 231, 239, 1679696319.311995]","[6, 1, 450, 342, 1679696319.311995]","[7, 1, 217, 206, 1679696319.311995]"
"[1, 1, 283, 249, 1679696319.355621]","[2, 1, 254, 233, 1679696319.355621]","[4, 1, 234, 289, 1679696319.355621]","[5, 3, 231, 239, 1679696319.355621]","[6, 1, 447, 340, 1679696319.355621]","[7, 1, 217, 206, 1679696319.355621]"
"[1, 1, 282, 249, 1679696319.406777]","[2, 1, 254, 233, 1679696319.406777]","[4, 1, 234, 289, 1679696319.406777]","[5, 3, 231, 239, 1679696319.406777]","[6, 1, 444, 339, 1679696319.406777]","[7, 1, 217, 206, 1679696319.406777]"
"[1, 1, 281, 248, 1679696319.448496]","[2, 1, 254, 232, 1679696319.448496]","[4, 1, 234, 289, 1679696319.448496]","[5, 3, 231, 239, 1679696319.448496]","[6, 1, 442, 337, 1679696319.448496]","[7, 1, 217, 206, 1679696319.448496]"
"[1, 1, 280, 248, 1679696319.493311]","[2, 1, 253, 232, 1679696319.493311]","[4, 1, 234, 289, 1679696319.493311]","[5, 3, 232, 239, 1679696319.493311]","[6, 1, 439, 335, 1679696319.493311]","[7, 1, 217, 206, 1679696319.493311]"
"[1, 1, 279, 247, 1679696319.540376]","[2, 1, 253, 231, 1679696319.540376]","[4, 1, 234, 289, 1679696319.540376]","[5, 3, 232, 239, 1679696319.540376]","[6, 1, 435, 334, 1679696319.540376]","[7, 1, 218, 206, 1679696319.540376]"
"[1, 1, 278, 247, 1679696319.585477]","[2, 1, 253, 230, 1679696319.585477]","[4, 1, 234, 289, 1679696319.585477]","[5, 3, 232, 239, 1679696319.585477]","[6, 1, 432, 332, 1679696319.585477]","[7, 1, 218, 205, 1679696319.585477]"
"[1, 1, 278, 247, 1679696319.639041]","[2, 1, 252, 230, 1679696319.639041]","[4, 1, 234, 289, 1679696319.639041]","[5, 3, 232, 239, 1679696319.639041]","[6, 1, 430, 330, 1679696319.639041]","[7, 1, 218, 205, 1679696319.639041]"
"[1, 1, 277, 246, 1679696319.680703]","[2, 1, 251, 230, 1679696319.680703]","[4, 1, 234, 289, 1679696319.680703]","[5, 3, 232, 239, 1679696319.680703]","[6, 1, 427, 329, 1679696319.680703]","[7, 1, 218, 205, 1679696319.680703]"
"[1, 1, 276, 246, 1679696319.727664]","[2, 1, 251, 230, 1679696319.727664]","[4, 1, 234, 289, 1679696319.727664]","[5, 3, 232, 239, 1679696319.727664]","[6, 1, 424, 327, 1679696319.727664]","[7, 1, 218, 205, 1679696319.727664]"
"[1, 1, 275, 246, 1679696319.773739]","[4, 1, 234, 289, 1679696319.773739]","[5, 3, 233, 239, 1679696319.773739]","[6, 1, 422, 326, 1679696319.773739]","[7, 1, 218, 205, 1679696319.773739]"
"[1, 1, 275, 245, 1679696319.834712]","[4, 1, 234, 289, 1679696319.834712]","[5, 3, 233, 239, 1679696319.834712]","[6, 1, 419, 324, 1679696319.834712]","[7, 1, 218, 205, 1679696319.834712]"
